Date,gold_usd,usd_inr,crude,gold_inr_gram,gold_inr_10g
2015-01-02,1186.0,63.02799987792969,52.689998626708984,2403.3053468331414,24033.053468331414
2015-01-05,1203.9000244140625,63.27799987792969,50.040000915527344,2449.254443966518,24492.54443966518
2015-01-06,1219.300048828125,63.3380012512207,47.93000030517578,2482.9369047949344,24829.369047949345
2015-01-07,1210.5999755859375,63.56800079345703,48.650001525878906,2474.1723667306233,24741.723667306233
2015-01-08,1208.4000244140625,63.27299880981445,48.790000915527344,2458.2150981892946,24582.150981892948
2015-01-09,1216.0,62.667999267578125,48.36000061035156,2450.0228948309673,24500.228948309672
2015-01-12,1232.699951171875,62.347999572753906,46.06999969482422,2470.9880247881374,24709.880247881374
2015-01-13,1234.300048828125,62.06800079345703,45.88999938964844,2463.0841033976276,24630.841033976278
2015-01-14,1234.4000244140625,61.972999572753906,48.47999954223633,2459.5133083292912,24595.133083292912
2015-01-15,1264.699951171875,62.0880012512207,46.25,2524.5612921625584,25245.612921625583
2015-01-16,1276.9000244140625,62.05799865722656,48.689998626708984,2547.6830581928225,25476.830581928225
2015-01-20,1294.199951171875,61.63800048828125,46.38999938964844,2564.7241378708377,25647.24137870838
2015-01-21,1293.699951171875,61.64799880981445,47.779998779296875,2564.1491488128595,25641.491488128595
2015-01-22,1300.699951171875,61.553001403808594,46.310001373291016,2574.0506991308434,25740.506991308433
2015-01-23,1292.5999755859375,61.597999572753906,45.59000015258789,2559.891097268291,25598.910972682912
2015-01-26,1279.4000244140625,61.43299865722656,45.150001525878906,2526.962559901128,25269.625599011277
2015-01-27,1291.699951171875,61.472999572753906,46.22999954223633,2552.917534892051,25529.17534892051
2015-01-28,1285.9000244140625,61.40299987792969,44.45000076293945,2538.5605813534316,25385.605813534316
2015-01-29,1254.5999755859375,61.35100173950195,44.529998779296875,2474.672152154965,24746.721521549647
2015-01-30,1278.5,61.79600143432617,48.2400016784668,2540.1060277391935,25401.060277391935
2015-02-02,1276.199951171875,62.01300048828125,49.56999969482422,2544.439956762615,25444.39956762615
2015-02-03,1259.699951171875,61.72800064086914,53.04999923706055,2500.0003019994638,25000.003019994638
2015-02-04,1263.800048828125,61.61399841308594,48.45000076293945,2503.505206904497,25035.05206904497
2015-02-05,1262.0,61.86000061035156,50.47999954223633,2509.9207732333557,25099.207732333558
2015-02-06,1233.9000244140625,61.733001708984375,51.689998626708984,2448.996168144073,24489.96168144073
2015-02-09,1240.800048828125,61.9630012512207,52.86000061035156,2471.866348740554,24718.663487405538
2015-02-10,1231.5999755859375,62.130001068115234,50.02000045776367,2460.151037621007,24601.51037621007
2015-02-11,1219.0,62.34199905395508,48.84000015258789,2443.2908465854725,24432.908465854725
2015-02-12,1220.0999755859375,62.38199996948242,51.209999084472656,2447.064691747471,24470.64691747471
2015-02-13,1226.5,62.16999816894531,52.779998779296875,2451.540911929893,24515.40911929893
2015-02-17,1208.0999755859375,62.18600082397461,53.529998779296875,2415.3843161454756,24153.843161454755
2015-02-18,1199.699951171875,62.11199951171875,52.13999938964844,2395.7356175799027,23957.35617579903
2015-02-19,1207.0999755859375,62.07400131225586,51.15999984741211,2409.0383869514844,24090.383869514844
2015-02-20,1204.4000244140625,62.165000915527344,50.34000015258789,2407.173746374567,24071.73746374567
2015-02-23,1200.300048828125,62.10100173950195,49.45000076293945,2396.5095703120123,23965.095703120125
2015-02-24,1196.9000244140625,62.17100143432617,49.279998779296875,2392.4147807993218,23924.147807993217
2015-02-25,1201.0,62.233001708984375,50.9900016784668,2403.0040044525613,24030.040044525613
2015-02-26,1209.5999755859375,61.87699890136719,48.16999816894531,2406.366369071803,24063.66369071803
2015-02-27,1212.5999755859375,61.75400161743164,49.7599983215332,2407.539371891638,24075.39371891638
2015-03-02,1207.699951171875,61.6510009765625,49.59000015258789,2393.8113353510616,23938.113353510616
2015-03-03,1204.0,61.9010009765625,50.52000045776367,2396.1549399836435,23961.549399836436
2015-03-04,1200.5999755859375,61.8129997253418,51.529998779296875,2385.9914788091023,23859.914788091024
2015-03-05,1195.9000244140625,62.30500030517578,50.7599983215332,2395.56806745472,23955.680674547202
2015-03-06,1164.0999755859375,62.44300079345703,49.61000061035156,2337.0326715378014,23370.326715378014
2015-03-09,1166.4000244140625,62.452999114990234,50.0,2342.025164128025,23420.25164128025
2015-03-10,1160.0999755859375,62.67300033569336,48.290000915527344,2337.5808561523722,23375.80856152372
2015-03-11,1150.699951171875,62.7130012512207,48.16999816894531,2320.1198410989564,23201.198410989564
2015-03-12,1152.0999755859375,62.755001068115234,47.04999923706055,2324.498374731816,23244.98374731816
2015-03-13,1152.5999755859375,62.53499984741211,44.84000015258789,2317.3546159562043,23173.546159562044
2015-03-16,1153.300048828125,63.07600021362305,43.880001068115234,2338.8221301864514,23388.221301864512
2015-03-17,1148.300048828125,62.78900146484375,43.459999084472656,2318.0868213528793,23180.868213528793
2015-03-18,1151.4000244140625,62.61600112915039,44.65999984741211,2317.9405928212173,23179.405928212174
2015-03-19,1169.0999755859375,62.69300079345703,43.959999084472656,2356.467461766032,23564.67461766032
2015-03-20,1184.800048828125,62.483001708984375,45.720001220703125,2380.113603798045,23801.13603798045
2015-03-23,1188.0,62.40299987792969,47.45000076293945,2383.486226790569,23834.862267905693
2015-03-24,1191.699951171875,62.222999572753906,47.5099983215332,2384.012910206839,23840.12910206839
2015-03-25,1197.300048828125,62.27799987792969,49.209999084472656,2397.333171339662,23973.33171339662
2015-03-26,1205.0999755859375,62.46200180053711,51.43000030517578,2420.0799538597284,24200.799538597283
2015-03-27,1199.800048828125,62.82899856567383,48.869998931884766,2423.5933430937885,24235.933430937883
2015-03-30,1184.800048828125,62.51499938964844,48.68000030517578,2381.332465135617,23813.324651356168
2015-03-31,1183.0999755859375,62.50899887084961,47.599998474121094,2377.687238992511,23776.872389925113
2015-04-01,1208.0999755859375,62.305999755859375,50.09000015258789,2420.0452291192673,24200.452291192672
2015-04-02,1200.9000244140625,62.16899871826172,49.13999938964844,2400.332826805932,24003.328268059322
2015-04-06,1218.5999755859375,62.060001373291016,52.13999938964844,2431.440711121117,24314.40711121117
2015-04-07,1210.5999755859375,62.060001373291016,53.97999954223633,2415.478520017662,24154.785200176622
2015-04-08,1203.0999755859375,62.308998107910156,50.41999816894531,2410.1452924079586,24101.452924079586
2015-04-09,1193.5999755859375,62.18199920654297,50.790000915527344,2386.240543180493,23862.40543180493
2015-04-10,1204.5999755859375,62.31399917602539,51.63999938964844,2413.343896542264,24133.43896542264
2015-04-13,1199.300048828125,62.26900100708008,51.90999984741211,2400.9907550040894,24009.907550040894
2015-04-14,1192.800048828125,62.39099884033203,53.290000915527344,2392.6563397425866,23926.563397425867
2015-04-15,1201.5,62.31399917602539,56.38999938964844,2407.133281141817,24071.33281141817
2015-04-16,1198.0,62.38999938964844,56.709999084472656,2403.0485080071,24030.485080070997
2015-04-17,1202.9000244140625,62.32600021362305,55.7400016784668,2410.40227558307,24104.0227558307
2015-04-20,1193.5,62.542999267578125,56.380001068115234,2399.892926064735,23998.92926064735
2015-04-21,1202.9000244140625,63.14500045776367,55.2599983215332,2442.0763770080507,24420.763770080506
2015-04-22,1186.9000244140625,62.87799835205078,56.15999984741211,2399.4051402304062,23994.051402304063
2015-04-23,1194.4000244140625,62.935001373291016,57.7400016784668,2416.7559013216473,24167.559013216473
2015-04-24,1175.199951171875,63.2869987487793,57.150001525878906,2391.206064892374,23912.06064892374
2015-04-27,1203.300048828125,63.654998779296875,56.9900016784668,2462.6187772849407,24626.187772849407
2015-04-28,1214.0,63.13999938964844,57.060001373291016,2464.415877924774,24644.15877924774
2015-04-29,1209.800048828125,63.03300094604492,58.58000183105469,2451.7281856481873,24517.281856481874
2015-04-30,1182.4000244140625,63.44200134277344,59.630001068115234,2411.7486436115646,24117.486436115647
2015-05-01,1174.5,63.52299880981445,59.150001525878906,2398.693462218949,23986.934622189492
2015-05-04,1186.800048828125,63.52299880981445,58.93000030517578,2423.8139787868477,24238.139787868477
2015-05-05,1193.199951171875,63.59299850463867,60.400001525878906,2439.5699104797845,24395.699104797844
2015-05-06,1190.300048828125,63.34400177001953,60.93000030517578,2424.112025972096,24241.12025972096
2015-05-07,1182.4000244140625,63.65999984741211,58.939998626708984,2420.035860072959,24200.358600729593
2015-05-08,1189.0999755859375,64.08200073242188,59.38999938964844,2449.882023129901,24498.82023129901
2015-05-11,1183.199951171875,63.70399856567383,59.25,2423.3468256742317,24233.468256742315
2015-05-12,1192.5999755859375,64.0199966430664,60.75,2454.715592571022,24547.15592571022
2015-05-13,1218.4000244140625,64.21099853515625,60.5,2515.3015635824167,25153.015635824166
2015-05-14,1225.4000244140625,64.04399871826172,59.880001068115234,2523.173198930413,25231.73198930413
2015-05-15,1225.5,63.40800094604492,59.689998626708984,2498.320290622536,24983.20290622536
2015-05-18,1227.800048828125,63.43299865722656,59.43000030517578,2503.9959762938947,25039.959762938946
2015-05-19,1206.9000244140625,63.729000091552734,57.2599983215332,2472.857773767543,24728.577737675434
2015-05-20,1208.9000244140625,63.78499984741211,58.97999954223633,2479.1321836059437,24791.321836059436
2015-05-21,1204.4000244140625,63.625,60.720001220703125,2463.7083142843962,24637.083142843963
2015-05-22,1204.300048828125,63.625999450683594,59.720001220703125,2463.542503100825,24635.42503100825
2015-05-26,1187.199951171875,63.57099914550781,58.029998779296875,2426.4628444224663,24264.62844422466
2015-05-27,1185.9000244140625,63.97600173950195,57.5099983215332,2439.247738189897,24392.47738189897
2015-05-28,1188.0999755859375,63.874000549316406,57.68000030517578,2439.8764927811653,24398.76492781165
2015-05-29,1189.4000244140625,63.82500076293945,60.29999923706055,2440.6725116359166,24406.725116359165
2015-06-01,1188.300048828125,63.736000061035156,60.20000076293945,2435.0150942703376,24350.150942703374
2015-06-02,1194.0999755859375,63.61000061035156,61.2599983215332,2442.0627960146694,24420.627960146696
2015-06-03,1184.699951171875,63.6619987487793,59.63999938964844,2424.819290728786,24248.192907287863
2015-06-04,1174.9000244140625,64.05899810791016,58.0,2419.7572119190454,24197.572119190452
2015-06-05,1167.800048828125,64.0009994506836,59.130001068115234,2402.956911072937,24029.56911072937
2015-06-08,1173.199951171875,63.762001037597656,58.13999938964844,2405.0533381751443,24050.533381751444
2015-06-09,1177.300048828125,63.97600173950195,60.13999938964844,2421.558666122586,24215.58666122586
2015-06-10,1186.0999755859375,64.03800201416016,61.43000030517578,2442.0233293863253,24420.233293863253
2015-06-11,1179.9000244140625,63.79899978637695,60.77000045776367,2420.19198500294,24201.9198500294
2015-06-12,1178.800048828125,63.999000549316406,59.959999084472656,2425.515616328882,24255.15616328882
2015-06-15,1185.300048828125,64.09200286865234,59.52000045776367,2442.434263980129,24424.34263980129
2015-06-16,1180.5,64.052001953125,59.970001220703125,2431.0250713155774,24310.250713155772
2015-06-17,1176.4000244140625,64.18199920654297,59.91999816894531,2427.49868772069,24274.986877206902
2015-06-18,1201.5,64.00299835205078,60.45000076293945,2472.3777877084253,24723.777877084252
2015-06-19,1201.5,63.64500045776367,59.61000061035156,2458.5486536885896,24585.486536885895
2015-06-22,1183.699951171875,63.492000579833984,59.68000030517578,2416.302923663065,24163.02923663065
2015-06-23,1176.199951171875,63.50699996948242,61.0099983215332,2401.5602830285175,24015.602830285174
2015-06-24,1172.5999755859375,63.599998474121094,60.27000045776367,2397.7159052203147,23977.159052203147
2015-06-25,1171.5,63.5620002746582,59.70000076293945,2394.03550474262,23940.3550474262
2015-06-26,1172.9000244140625,63.51100158691406,59.630001068115234,2394.9734053033603,23949.734053033604
2015-06-29,1178.5,63.444000244140625,58.33000183105469,2403.869477316692,24038.69477316692
2015-06-30,1171.5,63.7239990234375,59.470001220703125,2400.13711820075,24001.3711820075
2015-07-01,1169.0,63.59000015258789,56.959999084472656,2389.978947011598,23899.78947011598
2015-07-02,1163.0,63.57400131225586,56.93000030517578,2377.113943001706,23771.13943001706
2015-07-06,1172.9000244140625,63.40399932861328,52.529998779296875,2390.9383947298447,23909.383947298447
2015-07-07,1152.4000244140625,63.3650016784668,52.33000183105469,2347.7045824830725,23477.045824830726
2015-07-08,1163.300048828125,63.518001556396484,51.650001525878906,2375.6327844783045,23756.327844783045
2015-07-09,1159.0,63.5620002746582,52.779998779296875,2368.4909517684137,23684.909517684137
2015-07-10,1157.699951171875,63.36399841308594,52.7400016784668,2358.4644129723133,23584.644129723132
